Year;Sex;Age;Location;Units;Value
2000;;;;PERCENT;12
2004;;;;PERCENT;1.51236
2004;;;;PERCENT;0.59015
2009;;;;PERCENT;15
2012;;;;PERCENT;4.83497
2012;;;;PERCENT;9.9904
2012;;;;PERCENT;0.64599
2012;;;;PERCENT;1.59962
2016;;;;PERCENT;14.1
2016;;;;PERCENT;1.3
2016;;;;PERCENT;8.8
2016;;;;PERCENT;5.6
2019;;;;PERCENT;26.2
;;;;;
2020;MALE;;;;10.1
2020;FEMALE;;;;9.1
2020;;;RDC;PERCENT;9.6
2020;;;KINSHASA;PERCENT;16.7
2020;;;KONGO CENTRAL;PERCENT;10.2
2020;;;KWANGO;PERCENT;7.7
2020;;;KWILU;PERCENT;5.7
2020;;;MAI-NDOMBE;PERCENT;13.2
2020;;;EQUATEUR;PERCENT;8.1
2020;;;NORD UBANGI;PERCENT;23.8
2020;;;SUD UBANGI;PERCENT;15.7
2020;;;MONGALA;PERCENT;17.3
2020;;;TSHUAPA;PERCENT;3.1
2020;;;TSHOPO;PERCENT;4.5
2020;;;BAS UELE;PERCENT;5.1
2020;;;HAUT UELE;PERCENT;2.7
2020;;;ITURI;PERCENT;5.6
2020;;;NORD KIVU;PERCENT;9.2
2020;;;SUD KIVU;PERCENT;11.0
2020;;;MANIEMA;PERCENT;10.3
2020;;;HAUT KATANGA;PERCENT;7.2
2020;;;HAUT LOMAMI;PERCENT;2.5
2020;;;LUALABA;PERCENT;8.1
2020;;;TANGANYIKA;PERCENT;4.4
2020;;;LOMAMI;PERCENT;5.4
2020;;;SANKURU;PERCENT;3.2
2020;;;KASAÏ ORIENTAL;PERCENT;12.2
2020;;;KASAÏ ;PERCENT;3.4
2020;;;KASAÏ CENTRAL;PERCENT;14.2
2020;;;AUTRES URBAINS;PERCENT;11.3
2020;;;ENS URBAIN;PERCENT;13.5
2020;;;RURAL;PERCENT;7.5
