Year;Sex;Age;Location;Units;Value
2018;;<1Y;;PERCENT;37.8
2018;;<5Y;;PERCENT;40.1
2018;;M12T23;;PERCENT;42.7
2018;;M24T35;;PERCENT;41.7
2018;;M36T47;;PERCENT;38.6
2018;;M48T59;;PERCENT;39.8
;;;;;
2020;;;RDC;PERCENT;33.5
2020;;;KINSHASA;PERCENT;60.4
2020;;;KONGO CENTRAL;PERCENT;50.3
2020;;;KWANGO;PERCENT;5.3
2020;;;KWILU;PERCENT;47.8
2020;;;MAI-NDOMBE;PERCENT;26.7
2020;;;EQUATEUR;PERCENT;18.4
2020;;;NORD UBANGI;PERCENT;17.6
2020;;;SUD UBANGI;PERCENT;18.9
2020;;;MONGALA;PERCENT;24.2
2020;;;TSHUAPA;PERCENT;18.2
2020;;;TSHOPO;PERCENT;37.7
2020;;;BAS UELE;PERCENT;8.3
2020;;;HAUT UELE;PERCENT;49.0
2020;;;ITURI;PERCENT;31.1
2020;;;NORD KIVU;PERCENT;35.4
2020;;;SUD KIVU;PERCENT;59.8
2020;;;MANIEMA;PERCENT;34.7
2020;;;HAUT KATANGA;PERCENT;32.0
2020;;;HAUT LOMAMI;PERCENT;8.4
2020;;;LUALABA;PERCENT;41.1
2020;;;TANGANYIKA;PERCENT;15.8
2020;;;LOMAMI;PERCENT;12.2
2020;;;SANKURU;PERCENT;9.5
2020;;;KASAÏ ORIENTAL;PERCENT;18.1
2020;;;KASAÏ ;PERCENT;25.7
2020;;;KASAÏ CENTRAL;PERCENT;37.0
2020;;;AUTRES URBAINS;PERCENT;51.1
2020;;;ENS URBAIN;PERCENT;53.9
2020;;;RURAL;PERCENT;25.5
;;;;;
2020;MASCULIN;;;PERCENT;33.3
2020;FEMININ;;;PERCENT;33.7
;;;;;
Tranches d'âges;;;;;
2020;;0-11 MOIS;;PERCENT;35.5
2020;;12-35 MOIS;;PERCENT;33.6
2020;;36-59 MOIS;;PERCENT;31.5
2020;;0-4 ANS;;PERCENT;33.5
