Year;Sex;Age;Location;Units;Value
2000;;;;PER_100_POP;0.0059
2001;;;;PER_100_POP;0.01148
2002;;;;PER_100_POP;0.09279
2003;;;;PER_100_POP;0.13491
2004;;;;PER_100_POP;0.19621
2005;;;;PER_100_POP;0.23804
2006;;;;PER_100_POP;0.29605
2007;;;;PER_100_POP;0.37
2008;;;;PER_100_POP;0.44
2009;;;;PER_100_POP;0.56
2010;;;;PER_100_POP;0.72
2011;;;;PER_100_POP;1.2
2012;;;;PER_100_POP;1.67996
2013;;;;PER_100_POP;2.2
2014;;;;PER_100_POP;3
2015;;;;PER_100_POP;3.8
2016;;;;PER_100_POP;6.20997
2017;;;;PER_100_POP;8.6199
2018;;;;PER_100_POP;11.7
2019;;;;PER_100_POP;12.5
;;;;;
;;;;;
2020;MALE;;;;7.7
2020;FEMALE;;;;5.2
2020;;;RDC;PERCENT;6.4
2020;;;KINSHASA;PERCENT;25.4
2020;;;KONGO CENTRAL;PERCENT;2.9
2020;;;KWANGO;PERCENT;0.7
2020;;;KWILU;PERCENT;1.4
2020;;;MAI-NDOMBE;PERCENT;0.9
2020;;;EQUATEUR;PERCENT;1.1
2020;;;NORD UBANGI;PERCENT;0.4
2020;;;SUD UBANGI;PERCENT;0.4
2020;;;MONGALA;PERCENT;0.2
2020;;;TSHUAPA;PERCENT;1.2
2020;;;TSHOPO;PERCENT;2.8
2020;;;BAS UELE;PERCENT;0.8
2020;;;HAUT UELE;PERCENT;1.0
2020;;;ITURI;PERCENT;2.1
2020;;;NORD KIVU;PERCENT;4.2
2020;;;SUD KIVU;PERCENT;8.0
2020;;;MANIEMA;PERCENT;2.2
2020;;;HAUT KATANGA;PERCENT;11.8
2020;;;HAUT LOMAMI;PERCENT;0.7
2020;;;LUALABA;PERCENT;5.4
2020;;;TANGANYIKA;PERCENT;0.1
2020;;;LOMAMI;PERCENT;2.1
2020;;;SANKURU;PERCENT;0.8
2020;;;KASAÏ ORIENTAL;PERCENT;4.2
2020;;;KASAÏ ;PERCENT;1.1
2020;;;KASAÏ CENTRAL;PERCENT;2.3
2020;;;AUTRES URBAINS;PERCENT;10.7
2020;;;ENS URBAIN;PERCENT;16.7
2020;;;RURAL;PERCENT;0.7
