Year;Sex;Age;Location;Units;Value
SEXE DU CM;;;;;
2020;MALE;;;;17.3
2020;FEMALE;;;;15.8
;;;;;
MILIEU DE RESIDENCE;;;;;
2020;;;RDC;PERCENT;17.1
2020;;;KINSHASA;PERCENT;24.1
2020;;;AUTRES URBAINS;PERCENT;16.6
2020;;;ENS URBAIN;PERCENT;19.8
2020;;;RURAL;PERCENT;15.7
;;;;;
GROUPE SOCIOECONOMIQUE;;;;;
2020;;;SALARIE DU PUBLIC;PERCENT;15.5
2020;;;SALARIE DU PRIVE FORMEL;PERCENT;20.2
2020;;;SALARIE DU PRIVE INFORMEL;PERCENT;22.6
2020;;;INDEPENDANT;PERCENT;17.0
2020;;;AIDE FAMILIAL OU STAGIAIRE;PERCENT;15.9
2020;;;CHOMEUR;PERCENT;23.7
2020;;;MAIN D'ŒUVRE POTENTIELLE;PERCENT;14.2
2020;;;INACTIF;PERCENT;15.8
