Year;Sex;Age;Location;Units;Value
2020;MALE;;;;
2020;FEMALE;;;;
2020;;;RDC;PERCENT;4.2
2020;;;KINSHASA;PERCENT;23.9
2020;;;KONGO CENTRAL;PERCENT;4.4
2020;;;KWANGO;PERCENT;0.0
2020;;;KWILU;PERCENT;0.8
2020;;;MAI-NDOMBE;PERCENT;0.0
2020;;;EQUATEUR;PERCENT;0.0
2020;;;NORD UBANGI;PERCENT;0.2
2020;;;SUD UBANGI;PERCENT;0.0
2020;;;MONGALA;PERCENT;0.0
2020;;;TSHUAPA;PERCENT;0.0
2020;;;TSHOPO;PERCENT;0.0
2020;;;BAS UELE;PERCENT;0.0
2020;;;HAUT UELE;PERCENT;0.4
2020;;;ITURI;PERCENT;0.1
2020;;;NORD KIVU;PERCENT;0.4
2020;;;SUD KIVU;PERCENT;2.1
2020;;;MANIEMA;PERCENT;0.2
2020;;;HAUT KATANGA;PERCENT;0.2
2020;;;HAUT LOMAMI;PERCENT;0.0
2020;;;LUALABA;PERCENT;3.2
2020;;;TANGANYIKA;PERCENT;0.1
2020;;;LOMAMI;PERCENT;0.0
2020;;;SANKURU;PERCENT;0.6
2020;;;KASAÏ ORIENTAL;PERCENT;2.4
2020;;;KASAÏ ;PERCENT;0.0
2020;;;KASAÏ CENTRAL;PERCENT;0.0
MILIEU DE RESIDENCE;;;;;
2020;;;AUTRES URBAINS;PERCENT;3.3
2020;;;ENS URBAIN;PERCENT;11.6
2020;;;RURAL;PERCENT;0.2
