Year;Sex;Age;Location;Units;Value
2020;MALE;;;;31.9
2020;FEMALE;;;;28.4
2020;;;RDC;PERCENT;31.2
2020;;;KINSHASA;PERCENT;1.5
2020;;;KONGO CENTRAL;PERCENT;12.6
2020;;;KWANGO;PERCENT;61.9
2020;;;KWILU;PERCENT;58.2
2020;;;MAI-NDOMBE;PERCENT;30.9
2020;;;EQUATEUR;PERCENT;37.6
2020;;;NORD UBANGI;PERCENT;45.3
2020;;;SUD UBANGI;PERCENT;73.5
2020;;;MONGALA;PERCENT;51.8
2020;;;TSHUAPA;PERCENT;30.0
2020;;;TSHOPO;PERCENT;37.5
2020;;;BAS UELE;PERCENT;46.8
2020;;;HAUT UELE;PERCENT;13.8
2020;;;ITURI;PERCENT;22.5
2020;;;NORD KIVU;PERCENT;19.9
2020;;;SUD KIVU;PERCENT;22.3
2020;;;MANIEMA;PERCENT;12.5
2020;;;HAUT KATANGA;PERCENT;29.9
2020;;;HAUT LOMAMI;PERCENT;22.9
2020;;;LUALABA;PERCENT;25.5
2020;;;TANGANYIKA;PERCENT;45.8
2020;;;LOMAMI;PERCENT;44.8
2020;;;SANKURU;PERCENT;65.1
2020;;;KASAÏ ORIENTAL;PERCENT;47.8
2020;;;KASAÏ ;PERCENT;55.8
2020;;;KASAÏ CENTRAL;PERCENT;50.6
Milieu de résidence;;;;;
2020;;;AUTRES URBAINS;PERCENT;18.0
2020;;;ENS URBAIN;PERCENT;12.9
2020;;;RURAL;PERCENT;46.5
