Year,Sex,Age,Location,Quantile,Units,Value
2000,,,,,PERCENT,10
2000,,,,,PERCENT,22
2000,,,RURAL,,PERCENT,15
2000,,,RURAL,,PERCENT,24
2000,,,URBAN,,PERCENT,3
2000,,,URBAN,,PERCENT,20
2001,,,,,PERCENT,11
2001,,,,,PERCENT,22
2001,,,RURAL,,PERCENT,15
2001,,,RURAL,,PERCENT,23
2001,,,URBAN,,PERCENT,3
2001,,,URBAN,,PERCENT,20
2002,,,,,PERCENT,11
2002,,,,,PERCENT,21
2002,,,RURAL,,PERCENT,15
2002,,,RURAL,,PERCENT,22
2002,,,URBAN,,PERCENT,3
2002,,,URBAN,,PERCENT,20
2003,,,,,PERCENT,11
2003,,,,,PERCENT,21
2003,,,RURAL,,PERCENT,15
2003,,,RURAL,,PERCENT,22
2003,,,URBAN,,PERCENT,3
2003,,,URBAN,,PERCENT,19
2004,,,,,PERCENT,11
2004,,,,,PERCENT,21
2004,,,RURAL,,PERCENT,16
2004,,,RURAL,,PERCENT,21
2004,,,URBAN,,PERCENT,3
2004,,,URBAN,,PERCENT,19
2005,,,,,PERCENT,11
2005,,,,,PERCENT,20
2005,,,RURAL,,PERCENT,16
2005,,,RURAL,,PERCENT,21
2005,,,URBAN,,PERCENT,3
2005,,,URBAN,,PERCENT,19
2006,,,,,PERCENT,11
2006,,,,,PERCENT,20
2006,,,RURAL,,PERCENT,16
2006,,,RURAL,,PERCENT,20
2006,,,URBAN,,PERCENT,3
2006,,,URBAN,,PERCENT,19
2007,,,,,PERCENT,11
2007,,,,,PERCENT,19
2007,,,RURAL,,PERCENT,16
2007,,,RURAL,,PERCENT,19
2007,,,URBAN,,PERCENT,3
2007,,,URBAN,,PERCENT,19
2008,,,,,PERCENT,11
2008,,,,,PERCENT,19
2008,,,RURAL,,PERCENT,16
2008,,,RURAL,,PERCENT,19
2008,,,URBAN,,PERCENT,3
2008,,,URBAN,,PERCENT,19
2009,,,,,PERCENT,11
2009,,,,,PERCENT,18
2009,,,RURAL,,PERCENT,17
2009,,,RURAL,,PERCENT,18
2009,,,URBAN,,PERCENT,3
2009,,,URBAN,,PERCENT,18
2010,,,,,PERCENT,11
2010,,,,,PERCENT,18
2010,,,RURAL,,PERCENT,17
2010,,,RURAL,,PERCENT,17
2010,,,URBAN,,PERCENT,3
2010,,,URBAN,,PERCENT,18
2011,,,,,PERCENT,11
2011,,,,,PERCENT,17
2011,,,RURAL,,PERCENT,17
2011,,,RURAL,,PERCENT,17
2011,,,URBAN,,PERCENT,3
2011,,,URBAN,,PERCENT,18
2012,,,,,PERCENT,12
2012,,,,,PERCENT,17
2012,,,RURAL,,PERCENT,17
2012,,,RURAL,,PERCENT,16
2012,,,URBAN,,PERCENT,3
2012,,,URBAN,,PERCENT,17
2013,,,,,PERCENT,12
2013,,,,,PERCENT,16
2013,,,RURAL,,PERCENT,17
2013,,,RURAL,,PERCENT,15
2013,,,URBAN,,PERCENT,3
2013,,,URBAN,,PERCENT,17
2014,,,,,PERCENT,12
2014,,,,,PERCENT,19
2014,,,,,PERCENT,16
2014,,,RURAL,,PERCENT,18
2014,,,RURAL,,PERCENT,12
2014,,,RURAL,,PERCENT,15
2014,,,URBAN,,PERCENT,4
2014,,,URBAN,,PERCENT,27
2014,,,URBAN,,PERCENT,17
2015,,,,,PERCENT,12
2015,,,,,PERCENT,19
2015,,,,,PERCENT,15
2015,,,RURAL,,PERCENT,18
2015,,,RURAL,,PERCENT,12
2015,,,RURAL,,PERCENT,14
2015,,,URBAN,,PERCENT,4
2015,,,URBAN,,PERCENT,27
2015,,,URBAN,,PERCENT,16
2016,,,,,PERCENT,12
2016,,,,,PERCENT,19
2016,,,,,PERCENT,15
2016,,,RURAL,,PERCENT,18
2016,,,RURAL,,PERCENT,12
2016,,,RURAL,,PERCENT,14
2016,,,URBAN,,PERCENT,4
2016,,,URBAN,,PERCENT,27
2016,,,URBAN,,PERCENT,16
2017,,,,,PERCENT,12
2017,,,,,PERCENT,19
2017,,,,,PERCENT,14
2017,,,RURAL,,PERCENT,18
2017,,,RURAL,,PERCENT,12
2017,,,RURAL,,PERCENT,13
2017,,,URBAN,,PERCENT,4
2017,,,URBAN,,PERCENT,27
2017,,,URBAN,,PERCENT,16
2018,,,,,PERCENT,12
2018,,,,,PERCENT,19
2018,,,,,PERCENT,14
2018,,,RURAL,,PERCENT,18
2018,,,RURAL,,PERCENT,12
2018,,,RURAL,,PERCENT,12
2018,,,URBAN,,PERCENT,4
2018,,,URBAN,,PERCENT,27
2018,,,URBAN,,PERCENT,15
2019,,,,,PERCENT,12
2019,,,,,PERCENT,19
2019,,,,,PERCENT,13
2019,,,RURAL,,PERCENT,19
2019,,,RURAL,,PERCENT,12
2019,,,RURAL,,PERCENT,12
2019,,,URBAN,,PERCENT,4
2019,,,URBAN,,PERCENT,27
2019,,,URBAN,,PERCENT,15
2020,,,,,PERCENT,12
2020,,,,,PERCENT,19
2020,,,,,PERCENT,13
2020,,,RURAL,,PERCENT,19
2020,,,RURAL,,PERCENT,12
2020,,,RURAL,,PERCENT,11
2020,,,URBAN,,PERCENT,4
2020,,,URBAN,,PERCENT,27
2020,,,URBAN,,PERCENT,15
