Year;Sex;Age;Location;Units;Value
2001;;;;PERCENT;38.2
2001;;;;NUM_M;18.5
2002;;;;PERCENT;38.2
2002;;;;NUM_M;19.1
2003;;;;PERCENT;38.2
2003;;;;NUM_M;19.7
2004;;;;PERCENT;38.3
2004;;;;NUM_M;20.3
2005;;;;PERCENT;38.4
2005;;;;NUM_M;21.1
2006;;;;PERCENT;38.5
2006;;;;NUM_M;21.8
2007;;;;PERCENT;38.6
2007;;;;NUM_M;22.6
2008;;;;PERCENT;38.7
2008;;;;NUM_M;23.4
2009;;;;PERCENT;38.7
2009;;;;NUM_M;24.2
2010;;;;PERCENT;38.8
2010;;;;NUM_M;25.1
2011;;;;PERCENT;40
2011;;;;NUM_M;26.7
2012;;;;PERCENT;41.5
2012;;;;NUM_M;28.6
2013;;;;PERCENT;41.5
2013;;;;NUM_M;29.6
2014;;;;PERCENT;40.7
2014;;;;NUM_M;30
2015;;;;PERCENT;40.1
2015;;;;NUM_M;30.6
2016;;;;PERCENT;39.9
2016;;;;NUM_M;31.5
2017;;;;PERCENT;40.2
2017;;;;NUM_M;32.7
2018;;;;PERCENT;40.4
2018;;;;NUM_M;34
2019;;;;PERCENT;41.7
2019;;;;NUM_M;36.2
2020;;;;;
