Year;Sex;Age;Location;Units;Value
2020;MALE;;;;64.9
2020;FEMALE;;;;67.5
2020;;;RDC;PERCENT;65.5
2020;;;KINSHASA;PERCENT;54.2
2020;;;KONGO CENTRAL;PERCENT;77.2
2020;;;KWANGO;PERCENT;68.8
2020;;;KWILU;PERCENT;67.5
2020;;;MAI-NDOMBE;PERCENT;60.4
2020;;;EQUATEUR;PERCENT;46.2
2020;;;NORD UBANGI;PERCENT;77.0
2020;;;SUD UBANGI;PERCENT;56.3
2020;;;MONGALA;PERCENT;76.6
2020;;;TSHUAPA;PERCENT;60.1
2020;;;TSHOPO;PERCENT;63.5
2020;;;BAS UELE;PERCENT;80.2
2020;;;HAUT UELE;PERCENT;72.0
2020;;;ITURI;PERCENT;45.0
2020;;;NORD KIVU;PERCENT;67.4
2020;;;SUD KIVU;PERCENT;81.4
2020;;;MANIEMA;PERCENT;70.1
2020;;;HAUT KATANGA;PERCENT;55.7
2020;;;HAUT LOMAMI;PERCENT;35.1
2020;;;LUALABA;PERCENT;60.1
2020;;;TANGANYIKA;PERCENT;61.5
2020;;;LOMAMI;PERCENT;80.3
2020;;;SANKURU;PERCENT;82.4
2020;;;KASAÏ ORIENTAL;PERCENT;81.4
2020;;;KASAÏ ;PERCENT;81.2
2020;;;KASAÏ CENTRAL;PERCENT;72.0
2020;;;AUTRES URBAINS;PERCENT;58.1
2020;;;ENS URBAIN;PERCENT;
2020;;;RURAL;PERCENT;70.3
