Year;Sex;Age;Location;Units;Value
2004;;15+;;PER_100000_POP;0.45865
2005;;15+;;PER_100000_POP;0.45449
2006;;15+;;PER_100000_POP;0.45103
2007;;15+;;PER_100000_POP;0.47847
2008;;15+;;PER_100000_POP;0.47267
2009;;15+;;PER_100000_POP;0.09806
2009;;15+;;PER_100000_POP;0.48434
2010;;15+;;PER_100000_POP;0.40548
2010;;15+;;PER_100000_POP;0.60103
2011;;15+;;PER_100000_POP;0.48785
2011;;15+;;PER_100000_POP;0.61051
2012;;15+;;PER_100000_POP;0.65347
2012;;15+;;PER_100000_POP;0.69128
2013;;15+;;PER_100000_POP;0.72144
2013;;15+;;PER_100000_POP;0.64825
2014;;15+;;PER_100000_POP;1.10752
2014;;15+;;PER_100000_POP;0.79398
2015;;15+;;PER_100000_POP;1.31265
2015;;15+;;PER_100000_POP;1.0291
2016;;15+;;PER_100000_POP;1.19933
2016;;15+;;PER_100000_POP;0.84214
2017;;15+;;PER_100000_POP;1.35164
2017;;15+;;PER_100000_POP;0.87365
2018;;15+;;PER_100000_POP;1.40087
2018;;15+;;PER_100000_POP;0.88825
2019;;15+;;PER_100000_POP;0.67427
