Year,Sex,Age,Location,Units,Value
2000,,,,PERCENT,0.49345
2000,,,,PERCENT,63.12583
2000,,,,Ratio,7.91999
2000,,,,PERCENT,513.90684
2000,,,,PERCENT,-11.81814
2000,,,,PERCENT,1.24106
2000,,,,PERCENT,-3.62611
2000,,,,PERCENT,4.90036
2000,,,,PERCENT,13.28999
2000,,,,PERCENT,-6.91093
2000,,,,Ratio,69
2000,,,,PERCENT,7.80593
2001,,,,PERCENT,1.37428
2001,,,,PERCENT,164.43615
2001,,,,Ratio,2.57624
2001,,,,PERCENT,41.4272
2001,,,,PERCENT,359.93661
2001,,,,PERCENT,-34.48276
2001,,,,PERCENT,-0.78774
2001,,,,PERCENT,-19.49458
2001,,,,PERCENT,7.08725
2001,,,,PERCENT,-22.97992
2001,,,,PERCENT,-2.10017
2001,,,,Ratio,300
2001,,,,PERCENT,22.4517
2002,,,,PERCENT,2.14938
2002,,,,PERCENT,119.23145
2002,,,,Ratio,3.4474
2002,,,,PERCENT,38.4425
2002,,,,PERCENT,31.52258
2002,,,,PERCENT,63.2964
2002,,,,PERCENT,-9.93236
2002,,,,PERCENT,82.47384
2002,,,,PERCENT,47.55578
2002,,,,PERCENT,41.0168
2002,,,,PERCENT,2.94777
2002,,,,Ratio,346.6879
2002,,,,PERCENT,25.35507
2003,,,,PERCENT,4.37764
2003,,,,PERCENT,131.25481
2003,,,,Ratio,2.88974
2003,,,,PERCENT,29.73571
2003,,,,PERCENT,12.87397
2003,,,,PERCENT,-11.78965
2003,,,,PERCENT,23.60519
2003,,,,PERCENT,14.74503
2003,,,,PERCENT,3.73768
2003,,,,PERCENT,110.32692
2003,,,,PERCENT,5.57782
2003,,,,Ratio,405.3974
2003,,,,PERCENT,32.14521
2004,,,,PERCENT,3.97216
2004,,,,PERCENT,115.36518
2004,,,,Ratio,2.20681
2004,,,,PERCENT,81.85424
2004,,,,PERCENT,3.99438
2004,,,,PERCENT,53.36538
2004,,,,PERCENT,4.60218
2004,,,,PERCENT,2.7396
2004,,,,PERCENT,-6.15788
2004,,,,PERCENT,-2.08454
2004,,,,PERCENT,6.73837
2004,,,,Ratio,399.4757
2004,,,,PERCENT,38.53369
2005,,,,PERCENT,-3.24795
2005,,,,CU_USD,13400000
2005,,,,PERCENT,1.50445
2005,,,,PERCENT,93.25277
2005,,,,Ratio,0.40453
