Year;Sex;Age;Location;Units;Value
SEXE DU CM;;;;;
2020;MALE;;;;1.8
2020;FEMALE;;;;2.7
;;;;;
MILIEU DE RESIDENCE;;;;;
2020;;;RDC;PERCENT;2.1
2020;;;KINSHASA;PERCENT;1.7
2020;;;AUTRES URBAINS;PERCENT;2.1
2020;;;ENS URBAIN;PERCENT;1.9
2020;;;RURAL;PERCENT;2.1
;;;;;
GROUPE SOCIOECONOMIQUE;;;;;
2020;;;SALARIE DU PUBLIC;PERCENT;2.1
2020;;;SALARIE DU PRIVE FORMEL;PERCENT;2.4
2020;;;SALARIE DU PRIVE INFORMEL;PERCENT;3.4
2020;;;INDEPENDANT;PERCENT;1.7
2020;;;AIDE FAMILIAL OU STAGIAIRE;PERCENT;1.0
2020;;;CHOMEUR;PERCENT;2.2
2020;;;MAIN D'ŒUVRE POTENTIELLE;PERCENT;3.4
2020;;;INACTIF;PERCENT;3.1
