Year;Sex;Age;Location;Units;Value
SEXE DU CM;;;;;
2020;MALE;;;;
2020;FEMALE;;;;
;;;;;
MILIEU DE RESIDENCE;;;;;
2020;;;RDC;PERCENT;44.5
2020;;;KINSHASA;PERCENT;35.0
2020;;;AUTRES URBAINS;PERCENT;41.8
2020;;;ENS URBAIN;PERCENT;38.9
2020;;;RURAL;PERCENT;47.3
;;;;;
GROUPE SOCIOECONOMIQUE;;;;;
2020;;;SALARIE DU PUBLIC;PERCENT;41.4
2020;;;SALARIE DU PRIVE FORMEL;PERCENT;31.7
2020;;;SALARIE DU PRIVE INFORMEL;PERCENT;38.6
2020;;;INDEPENDANT;PERCENT;47.2
2020;;;AIDE FAMILIAL OU STAGIAIRE;PERCENT;43.4
2020;;;CHOMEUR;PERCENT;26.2
2020;;;MAIN D'ŒUVRE POTENTIELLE;PERCENT;38.4
2020;;;INACTIF;PERCENT;42.4
