Year;Sex;Age;Location;Units;Value
2011;;;;PER_1000_UNINFECTED_POP;0.26
2011;MALE;;;PER_1000_UNINFECTED_POP;0.19
2011;FEMALE;;;PER_1000_UNINFECTED_POP;0.33
2012;;;;PER_1000_UNINFECTED_POP;0.24
2012;MALE;;;PER_1000_UNINFECTED_POP;0.18
2012;FEMALE;;;PER_1000_UNINFECTED_POP;0.30
2013;;;;PER_1000_UNINFECTED_POP;0.21
2013;MALE;;;PER_1000_UNINFECTED_POP;0.16
2013;FEMALE;;;PER_1000_UNINFECTED_POP;0.27
2014;;;;PER_1000_UNINFECTED_POP;0.19
2014;MALE;;;PER_1000_UNINFECTED_POP;0.14
2014;FEMALE;;;PER_1000_UNINFECTED_POP;0.24
2015;;;;PER_1000_UNINFECTED_POP;0.17
2015;MALE;;;PER_1000_UNINFECTED_POP;0.12
2015;FEMALE;;;PER_1000_UNINFECTED_POP;0.22
2016;;;;PER_1000_UNINFECTED_POP;0.15
2016;MALE;;;PER_1000_UNINFECTED_POP;0.09
2016;FEMALE;;;PER_1000_UNINFECTED_POP;0.20
2017;;;;PER_1000_UNINFECTED_POP;
2018;;;;PER_1000_UNINFECTED_POP;
2019;;;;PER_1000_UNINFECTED_POP;
2020;;;;PER_1000_UNINFECTED_POP;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
