Year;Sex;Age;Location;Units;Value
2000;;;;PERCENT;99.78
2000;;;;PERCENT;99.35
2000;;;;PERCENT;99.23
2000;;;;PERCENT;97.5
2000;;;;PERCENT;98.41
2000;;;;PERCENT;99.39
2000;;;;PERCENT;100
2010;;;;PERCENT;97.48
2010;;;;PERCENT;99.78
2010;;;;PERCENT;99.47
2010;;;;PERCENT;100
2010;;;;PERCENT;99.5
2010;;;;PERCENT;98.42
2010;;;;PERCENT;99.21
2015;;;;PERCENT;99.2
2015;;;;PERCENT;98.41
2015;;;;PERCENT;97.47
2015;;;;PERCENT;99.78
2015;;;;PERCENT;99.49
2015;;;;PERCENT;100
2015;;;;PERCENT;99.44
2018;;;;PERCENT;99.78
2018;;;;PERCENT;99.49
2018;;;;PERCENT;99.19
2018;;;;PERCENT;97.46
2018;;;;PERCENT;98.4
2018;;;;PERCENT;99.44
2018;;;;PERCENT;100
