Year;Sex;Age;Location;Units;Value
2005;;15+;;PERCENT;2.9
2005;;15-24;;PERCENT;4.8
2005;;25+;;PERCENT;2.3
2005;FEMALE;15+;;PERCENT;2.2
2005;FEMALE;15-24;;PERCENT;3.6
2005;FEMALE;25+;;PERCENT;1.7
2005;MALE;15+;;PERCENT;3.5
2005;MALE;15-24;;PERCENT;6.3
2005;MALE;25+;;PERCENT;2.9
2012;;15+;;PERCENT;4.5
2012;;15-24;;PERCENT;8.7
2012;;25+;;PERCENT;3.6
2012;FEMALE;15+;;PERCENT;3.6
2012;FEMALE;15-24;;PERCENT;6.8
2012;FEMALE;25+;;PERCENT;2.8
2012;MALE;15+;;PERCENT;5.3
2012;MALE;15-24;;PERCENT;11.3
2012;MALE;25+;;PERCENT;4.3
;;;;;
Groupes d'âge;;;;;
2020;;15-29;;PERCENT;3.7
2020;;30-49;;PERCENT;2.6
2020;;50-65;;PERCENT;2.4
Situation au regard du handicap;;;;;
2020;;;SANS HANDICAP;PERCENT;3
2020;;;AVEC HANDICAP;PERCENT;2.7
Niveau d'instruction;;;;;
2020;;;NON SCOLARISE;PERCENT;1.2
2020;;;PRIMAIRE;PERCENT;1.7
2020;;;SECONDAIRE;PERCENT;4.1
2020;;;SUPERIEUR;PERCENT;8.2
;;;;;
;;;;;
2020;MALE;;;PERCENT;3.4
2020;FEMALE;;;PERCENT;2.5
2020;;;RDC;PERCENT;3.0
2020;;;KINSHASA;PERCENT;8.1
2020;;;KONGO CENTRAL;PERCENT;1.7
2020;;;KWANGO;PERCENT;0.2
2020;;;KWILU;PERCENT;0.7
2020;;;MAI-NDOMBE;PERCENT;0.2
2020;;;EQUATEUR;PERCENT;0.7
2020;;;NORD UBANGI;PERCENT;0.5
2020;;;SUD UBANGI;PERCENT;0.1
2020;;;MONGALA;PERCENT;0.3
2020;;;TSHUAPA;PERCENT;0.5
2020;;;TSHOPO;PERCENT;4.5
2020;;;BAS UELE;PERCENT;0.5
2020;;;HAUT UELE;PERCENT;0.8
2020;;;ITURI;PERCENT;1.4
2020;;;NORD KIVU;PERCENT;0.5
2020;;;SUD KIVU;PERCENT;4.9
2020;;;MANIEMA;PERCENT;0.7
2020;;;HAUT KATANGA;PERCENT;5.2
2020;;;HAUT LOMAMI;PERCENT;0.3
2020;;;LUALABA;PERCENT;7.9
2020;;;TANGANYIKA;PERCENT;9.7
2020;;;LOMAMI;PERCENT;0.8
2020;;;SANKURU;PERCENT;0.5
2020;;;KASAÏ ORIENTAL;PERCENT;7.8
2020;;;KASAÏ ;PERCENT;0.5
2020;;;KASAÏ CENTRAL;PERCENT;4.2
2020;;;AUTRES URBAINS;PERCENT;6.3
2020;;;ENS URBAIN;PERCENT;7.1
2020;;;RURAL;PERCENT;1.1
