Year,Sex,Age,Location,Units,Value
2005,,,,CUR_LCU,145.21
2005,,,,CUR_LCU,92.73
2005,,,,CUR_LCU,96.16
2005,,,,CUR_LCU,64.89
2005,,,,CUR_LCU,84.69
2005,,,,CUR_LCU,51.18
2005,,,,CUR_LCU,78.19
2005,,,,CUR_LCU,83.17
2005,,,,CUR_LCU,98.93
2005,,,,CUR_LCU,119.65
2005,,,,CUR_LCU,83.29
2005,FEMALE,,,CUR_LCU,78.04
2005,FEMALE,,,CUR_LCU,39.8
2005,FEMALE,,,CUR_LCU,117.51
2005,FEMALE,,,CUR_LCU,73.9
2005,FEMALE,,,CUR_LCU,131.93
2005,FEMALE,,,CUR_LCU,21.37
2005,FEMALE,,,CUR_LCU,7.69
2005,FEMALE,,,CUR_LCU,82.27
2005,FEMALE,,,CUR_LCU,66.4
2005,FEMALE,,,CUR_LCU,177.74
2005,FEMALE,,,CUR_LCU,89.09
2005,MALE,,,CUR_LCU,93.94
2005,MALE,,,CUR_LCU,93.97
2005,MALE,,,CUR_LCU,64.48
2005,MALE,,,CUR_LCU,146.26
2005,MALE,,,CUR_LCU,123.95
2005,MALE,,,CUR_LCU,52.18
2005,MALE,,,CUR_LCU,77.45
2005,MALE,,,CUR_LCU,85.22
2005,MALE,,,CUR_LCU,89.98
2005,MALE,,,CUR_LCU,85.08
2005,MALE,,,CUR_LCU,90.66
2012,,,,CUR_LCU,283.52
2012,,,,CUR_LCU,422.87
2012,,,,CUR_LCU,732.82
2012,,,,CUR_LCU,514.31
2012,,,,CUR_LCU,612.37
2012,,,,CUR_LCU,525.38
2012,,,,CUR_LCU,596.7
2012,,,,CUR_LCU,767.32
2012,,,,CUR_LCU,943.16
2012,,,,CUR_LCU,791.52
2012,FEMALE,,,CUR_LCU,271.36
2012,FEMALE,,,CUR_LCU,731.28
2012,FEMALE,,,CUR_LCU,635.33
2012,FEMALE,,,CUR_LCU,479.21
2012,FEMALE,,,CUR_LCU,282.39
2012,FEMALE,,,CUR_LCU,542.48
2012,FEMALE,,,CUR_LCU,209.29
2012,FEMALE,,,CUR_LCU,509.71
2012,FEMALE,,,CUR_LCU,322.4
2012,FEMALE,,,CUR_LCU,519.18
2012,MALE,,,CUR_LCU,519.25
2012,MALE,,,CUR_LCU,632.34
2012,MALE,,,CUR_LCU,476.77
2012,MALE,,,CUR_LCU,733.53
2012,MALE,,,CUR_LCU,284.02
2012,MALE,,,CUR_LCU,795.7
2012,MALE,,,CUR_LCU,614.54
2012,MALE,,,CUR_LCU,800.13
2012,MALE,,,CUR_LCU,1015.43
2012,MALE,,,CUR_LCU,626.71
