Year,Sex,Age,Location,Quantile,Units,Value
2000,,,,,PER_1000_UNINFECTED_POP,1.01
2000,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,1.42
2000,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,1.35
2000,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.48
2000,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.8
2000,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,2.2
2000,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,1.97
2000,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.72
2000,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,1.3
2000,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.65
2000,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.75
2000,MALE,50+,,,PER_1000_UNINFECTED_POP,0.2
2000,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.72
2001,,,,,PER_1000_UNINFECTED_POP,0.95
2001,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,1.33
2001,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,1.26
2001,BOTHSEX,50+,,,PER_1000_UNINFECTED_POP,0.45
2001,BOTHSEX,<15Y,,,PER_1000_UNINFECTED_POP,0.77
2001,FEMALE,15-24,,,PER_1000_UNINFECTED_POP,2.06
2001,FEMALE,15-49,,,PER_1000_UNINFECTED_POP,1.84
2001,FEMALE,50+,,,PER_1000_UNINFECTED_POP,0.67
2001,FEMALE,ALLAGE,,,PER_1000_UNINFECTED_POP,1.23
2001,MALE,15-24,,,PER_1000_UNINFECTED_POP,0.61
2001,MALE,15-49,,,PER_1000_UNINFECTED_POP,0.7
2001,MALE,50+,,,PER_1000_UNINFECTED_POP,0.19
2001,MALE,ALLAGE,,,PER_1000_UNINFECTED_POP,0.68
2002,,,,,PER_1000_UNINFECTED_POP,0.9
2002,BOTHSEX,15-24,,,PER_1000_UNINFECTED_POP,1.24
2002,BOTHSEX,15-49,,,PER_1000_UNINFECTED_POP,1.18
