Year,Sex,Age,Location,Units,Value
2018,,,,PERCENT,14.35
2018,,,,PERCENT,8.80
2018,,,,PERCENT,2.55
2018,,,,PERCENT,3.00
2018,,,,PERCENT,17.40
2018,,,,PERCENT,9.65
2018,,,,PERCENT,7.00
2018,,,,PERCENT,11.50
2018,,,,PERCENT,7.50
2018,,,,PERCENT,3.50
2018,,,,PERCENT,3.45
2018,,,,PERCENT,6.20
2018,,,,PERCENT,24.00
2018,,,,PERCENT,23.60
2018,,,,PERCENT,43.30
2018,,,,PERCENT,12.80
2018,,,,PERCENT,9.20
2018,,,,PERCENT,7.00
2018,,,,PERCENT,16.15
2018,,,,PERCENT,6.75
2018,,,,PERCENT,5.25
2018,,,,PERCENT,9.70
2018,,,,PERCENT,9.80
2018,,,,PERCENT,5.20
2018,,,RURAL,PERCENT,2.85
2018,,,RURAL,PERCENT,8.35
2018,,,RURAL,PERCENT,5.20
2018,,,RURAL,PERCENT,6.90
2018,,,RURAL,PERCENT,3.65
2018,,,RURAL,PERCENT,22.55
2018,,,RURAL,PERCENT,8.60
2018,,,RURAL,PERCENT,7.65
2018,,,URBAN,PERCENT,2.85
2018,,,URBAN,PERCENT,11.00
2018,,,URBAN,PERCENT,6.25
2018,,,URBAN,PERCENT,8.15
2018,,,URBAN,PERCENT,3.40
2018,,,URBAN,PERCENT,25.60
2018,,,URBAN,PERCENT,9.05
2018,,,URBAN,PERCENT,5.30
2018,FEMALE,,,PERCENT,15.10
2018,FEMALE,,,PERCENT,4.00
2018,FEMALE,,,PERCENT,8.10
2018,FEMALE,,,PERCENT,4.10
2018,FEMALE,,,PERCENT,6.60
2018,FEMALE,,,PERCENT,7.50
2018,FEMALE,,,PERCENT,17.50
2018,FEMALE,,,PERCENT,2.90
2018,FEMALE,,,PERCENT,12.90
2018,FEMALE,,,PERCENT,8.40
2018,FEMALE,,,PERCENT,7.00
2018,FEMALE,,,PERCENT,18.50
2018,FEMALE,,,PERCENT,6.70
2018,FEMALE,,,PERCENT,23.20
2018,FEMALE,,,PERCENT,22.30
2018,FEMALE,,,PERCENT,44.20
2018,FEMALE,,,PERCENT,8.40
2018,FEMALE,,,PERCENT,3.30
2018,FEMALE,,,PERCENT,8.60
2018,FEMALE,,,PERCENT,16.10
2018,FEMALE,,,PERCENT,23.30
2018,FEMALE,,,PERCENT,7.40
2018,FEMALE,,,PERCENT,8.50
2018,FEMALE,,,PERCENT,6.20
2018,FEMALE,,RURAL,PERCENT,7.60
2018,FEMALE,,RURAL,PERCENT,9.10
2018,FEMALE,,RURAL,PERCENT,4.70
2018,FEMALE,,RURAL,PERCENT,22.90
2018,FEMALE,,RURAL,PERCENT,8.40
2018,FEMALE,,RURAL,PERCENT,9.00
2018,FEMALE,,RURAL,PERCENT,3.80
2018,FEMALE,,RURAL,PERCENT,7.70
2018,FEMALE,,URBAN,PERCENT,3.60
2018,FEMALE,,URBAN,PERCENT,5.50
2018,FEMALE,,URBAN,PERCENT,23.60
2018,FEMALE,,URBAN,PERCENT,8.80
2018,FEMALE,,URBAN,PERCENT,7.40
2018,FEMALE,,URBAN,PERCENT,2.70
2018,FEMALE,,URBAN,PERCENT,8.00
2018,FEMALE,,URBAN,PERCENT,5.60
2018,MALE,,,PERCENT,4.20
2018,MALE,,,PERCENT,1.10
2018,MALE,,,PERCENT,7.30
2018,MALE,,,PERCENT,7.90
2018,MALE,,,PERCENT,42.40
2018,MALE,,,PERCENT,11.00
2018,MALE,,,PERCENT,10.00
2018,MALE,,,PERCENT,9.10
2018,MALE,,,PERCENT,6.60
2018,MALE,,,PERCENT,2.90
2018,MALE,,,PERCENT,2.90
2018,MALE,,,PERCENT,4.30
2018,MALE,,,PERCENT,3.90
2018,MALE,,,PERCENT,7.50
2018,MALE,,,PERCENT,24.80
2018,MALE,,,PERCENT,24.90
2018,MALE,,,PERCENT,2.20
2018,MALE,,,PERCENT,15.80
2018,MALE,,,PERCENT,3.30
2018,MALE,,,PERCENT,16.20
2018,MALE,,,PERCENT,8.10
2018,MALE,,,PERCENT,6.50
2018,MALE,,,PERCENT,11.50
2018,MALE,,,PERCENT,10.70
2018,MALE,,RURAL,PERCENT,2.70
2018,MALE,,RURAL,PERCENT,6.20
2018,MALE,,RURAL,PERCENT,8.10
2018,MALE,,RURAL,PERCENT,2.60
2018,MALE,,RURAL,PERCENT,22.20
2018,MALE,,RURAL,PERCENT,1.90
2018,MALE,,RURAL,PERCENT,6.30
2018,MALE,,RURAL,PERCENT,8.30
2018,MALE,,URBAN,PERCENT,6.90
2018,MALE,,URBAN,PERCENT,13.20
2018,MALE,,URBAN,PERCENT,3.20
2018,MALE,,URBAN,PERCENT,5.10
2018,MALE,,URBAN,PERCENT,8.90
2018,MALE,,URBAN,PERCENT,27.60
2018,MALE,,URBAN,PERCENT,3.00
2018,MALE,,URBAN,PERCENT,10.10
