Year;Sex;Age;Location;Units;Value
2000;;;;PERCENT;10
2000;;;RURAL;PERCENT;0
2000;;;URBAN;PERCENT;28
2001;;;;PERCENT;10
2001;;;RURAL;PERCENT;1
2001;;;URBAN;PERCENT;28
2002;;;;PERCENT;11
2002;;;RURAL;PERCENT;1
2002;;;URBAN;PERCENT;29
2003;;;;PERCENT;11
2003;;;RURAL;PERCENT;1
2003;;;URBAN;PERCENT;29
2004;;;;PERCENT;11
2004;;;RURAL;PERCENT;1
2004;;;URBAN;PERCENT;30
2005;;;;PERCENT;12
2005;;;RURAL;PERCENT;1
2005;;;URBAN;PERCENT;31
2006;;;;PERCENT;12
2006;;;RURAL;PERCENT;1
2006;;;URBAN;PERCENT;31
2007;;;;PERCENT;13
2007;;;RURAL;PERCENT;1
2007;;;URBAN;PERCENT;32
2008;;;;PERCENT;13
2008;;;RURAL;PERCENT;1
2008;;;URBAN;PERCENT;32
2009;;;;PERCENT;13
2009;;;RURAL;PERCENT;1
2009;;;URBAN;PERCENT;33
2010;;;;PERCENT;14
2010;;;RURAL;PERCENT;1
2010;;;URBAN;PERCENT;34
2011;;;;PERCENT;14
2011;;;RURAL;PERCENT;1
2011;;;URBAN;PERCENT;34
2012;;;;PERCENT;15
2012;;;RURAL;PERCENT;1
2012;;;URBAN;PERCENT;35
2013;;;;PERCENT;15
2013;;;RURAL;PERCENT;1
2013;;;URBAN;PERCENT;36
2014;;;;PERCENT;16
2014;;;RURAL;PERCENT;1
2014;;;URBAN;PERCENT;36
2015;;;;PERCENT;16
2015;;;RURAL;PERCENT;1
2015;;;URBAN;PERCENT;37
2016;;;;PERCENT;17
2016;;;RURAL;PERCENT;1
2016;;;URBAN;PERCENT;38
2017;;;;PERCENT;17
2017;;;RURAL;PERCENT;1
2017;;;URBAN;PERCENT;38
2018;;;;PERCENT;18
2018;;;RURAL;PERCENT;1
2018;;;URBAN;PERCENT;39
2019;;;;PERCENT;18
2019;;;RURAL;PERCENT;1
2019;;;URBAN;PERCENT;40
;;;;;
2020;MALE;;;;
2020;FEMALE;;;;
2020;;;RDC;PERCENT;57.6
2020;;;KINSHASA;PERCENT;94.8
2020;;;KONGO CENTRAL;PERCENT;57.4
2020;;;KWANGO;PERCENT;21.8
2020;;;KWILU;PERCENT;32.6
2020;;;MAI-NDOMBE;PERCENT;67.4
2020;;;EQUATEUR;PERCENT;37.8
2020;;;NORD UBANGI;PERCENT;29.8
2020;;;SUD UBANGI;PERCENT;27.3
2020;;;MONGALA;PERCENT;29.3
2020;;;TSHUAPA;PERCENT;38.3
2020;;;TSHOPO;PERCENT;26.5
2020;;;BAS UELE;PERCENT;33.3
2020;;;HAUT UELE;PERCENT;44.0
2020;;;ITURI;PERCENT;70.5
2020;;;NORD KIVU;PERCENT;87.2
2020;;;SUD KIVU;PERCENT;68.6
2020;;;MANIEMA;PERCENT;79.4
2020;;;HAUT KATANGA;PERCENT;61.0
2020;;;HAUT LOMAMI;PERCENT;35.9
2020;;;LUALABA;PERCENT;62.6
2020;;;TANGANYIKA;PERCENT;25.6
2020;;;LOMAMI;PERCENT;53.3
2020;;;SANKURU;PERCENT;44.2
2020;;;KASAÏ ORIENTAL;PERCENT;76.7
2020;;;KASAÏ ;PERCENT;32.2
2020;;;KASAÏ CENTRAL;PERCENT;29.0
2020;;;AUTRES URBAINS;PERCENT;88.5
2020;;;ENS URBAIN;PERCENT;91.1
2020;;;RURAL;PERCENT;39.5
