Year;Sex;Age;Location;Units;Value
2002;;;URBAN;PERCENT;71.91424
2004;;;URBAN;PERCENT;71.91424
2006;;;URBAN;PERCENT;72.37482
2008;;;URBAN;PERCENT;73.29596
2010;;;URBAN;PERCENT;74.21711
2012;;;URBAN;PERCENT;75.13825
2014;;;URBAN;PERCENT;76.0594
2016;;;URBAN;PERCENT;76.98054
2018;;;URBAN;PERCENT;77.90169
;;;;;
;;;;;
;;;;;
2020;MALE;;;;90.5
2020;FEMALE;;;;90.4
2020;;;RDC;PERCENT;90.5
2020;;;KINSHASA;PERCENT;87.5
2020;;;KONGO CENTRAL;PERCENT;83.4
2020;;;KWANGO;PERCENT;97.6
2020;;;KWILU;PERCENT;97.0
2020;;;MAI-NDOMBE;PERCENT;94.6
2020;;;EQUATEUR;PERCENT;97.6
2020;;;NORD UBANGI;PERCENT;98.0
2020;;;SUD UBANGI;PERCENT;99.2
2020;;;MONGALA;PERCENT;96.6
2020;;;TSHUAPA;PERCENT;97.0
2020;;;TSHOPO;PERCENT;96.2
2020;;;BAS UELE;PERCENT;98.6
2020;;;HAUT UELE;PERCENT;96.2
2020;;;ITURI;PERCENT;88.4
2020;;;NORD KIVU;PERCENT;93.2
2020;;;SUD KIVU;PERCENT;86.8
2020;;;MANIEMA;PERCENT;97.0
2020;;;HAUT KATANGA;PERCENT;79.0
2020;;;HAUT LOMAMI;PERCENT;97.3
2020;;;LUALABA;PERCENT;83.8
2020;;;TANGANYIKA;PERCENT;99.7
2020;;;LOMAMI;PERCENT;99.9
2020;;;SANKURU;PERCENT;100.0
2020;;;KASAÏ ORIENTAL;PERCENT;98.3
2020;;;KASAÏ ;PERCENT;99.6
2020;;;KASAÏ CENTRAL;PERCENT;98.1
2020;;;AUTRES URBAINS;PERCENT;92.5
2020;;;ENS URBAIN;PERCENT;90.2
2020;;;RURAL;PERCENT;
