Year,Value,Units
2000,0.09709,PERCENT
2000,11.91988,PERCENT
2000,0.21548,PERCENT
2000,5.58398,PERCENT
2000,9.46755,PERCENT
2000,0.29983,PERCENT
2000,0.21398,PERCENT
2000,0.00629,PERCENT
2000,6.69591,PERCENT
2000,0.11237,PERCENT
2000,4.43954,PERCENT
2000,4.58415,PERCENT
2005,8.46456,PERCENT
2005,6.10078,PERCENT
2005,0.22114,PERCENT
2005,11.09441,PERCENT
2005,0.16938,PERCENT
2005,0.19928,PERCENT
2005,0.16938,PERCENT
2005,0.02249,PERCENT
2005,5.05894,PERCENT
2005,0.03365,PERCENT
2005,0.43132,PERCENT
2005,3.24088,PERCENT
2010,0.2132,PERCENT
2010,6.29266,PERCENT
2010,11.00625,PERCENT
2010,8.23315,PERCENT
2010,0.0,PERCENT
2010,0.19501,PERCENT
2010,0.01227,PERCENT
2010,0.0113,PERCENT
2010,0.20621,PERCENT
2010,5.06075,PERCENT
2010,3.16186,PERCENT
2010,0.0,PERCENT
2011,8.23051,PERCENT
2011,0.0,PERCENT
2011,0.19167,PERCENT
2011,11.00625,PERCENT
2011,0.20965,PERCENT
2011,6.23966,PERCENT
2011,0.0,PERCENT
2011,0.01068,PERCENT
2011,5.06075,PERCENT
2011,0.01049,PERCENT
2011,0.21267,PERCENT
2011,3.21452,PERCENT
2012,8.19104,PERCENT
2012,0.0,PERCENT
2012,0.18917,PERCENT
2012,0.20448,PERCENT
2012,5.92949,PERCENT
2012,11.00624,PERCENT
2012,0.00988,PERCENT
2012,0.18432,PERCENT
2012,5.06075,PERCENT
2012,3.18156,PERCENT
2012,0.0,PERCENT
2012,0.01049,PERCENT
2013,0.20579,PERCENT
2013,5.91383,PERCENT
2013,8.18384,PERCENT
2013,0.0,PERCENT
2013,0.19074,PERCENT
2013,11.00141,PERCENT
2013,3.18156,PERCENT
2013,0.0,PERCENT
2013,0.01216,PERCENT
2013,5.06081,PERCENT
2013,0.01151,PERCENT
2013,0.19312,PERCENT
2014,11.00014,PERCENT
2014,0.2022,PERCENT
2014,5.84893,PERCENT
2014,8.18034,PERCENT
2014,0.0,PERCENT
2014,0.18683,PERCENT
2014,5.06041,PERCENT
2014,0.01178,PERCENT
2014,0.19312,PERCENT
2014,0.0,PERCENT
2014,0.01248,PERCENT
2014,3.18156,PERCENT
2015,0.19584,PERCENT
2015,8.13314,PERCENT
2015,0.0,PERCENT
2015,5.82429,PERCENT
2015,0.17965,PERCENT
2015,10.93291,PERCENT
2015,0.00829,PERCENT
2015,0.18494,PERCENT
2015,3.18713,PERCENT
2015,0.0,PERCENT
2015,0.00841,PERCENT
2015,5.06031,PERCENT
2016,8.13231,PERCENT
2016,0.0,PERCENT
2016,0.18048,PERCENT
2016,10.93125,PERCENT
2016,0.19748,PERCENT
2016,5.84453,PERCENT
2016,3.18713,PERCENT
2016,0.0,PERCENT
2016,0.0084,PERCENT
2016,5.06031,PERCENT
2016,0.00829,PERCENT
2016,0.18494,PERCENT
2017,5.31665,PERCENT
2017,0.20211,PERCENT
2017,7.93899,PERCENT
2017,0.0,PERCENT
2017,0.18777,PERCENT
2017,10.72624,PERCENT
2017,0.0,PERCENT
2017,0.17527,PERCENT
2017,0.01038,PERCENT
2017,0.01065,PERCENT
2017,4.8865,PERCENT
2017,3.00114,PERCENT
2018,8.13159,PERCENT
2018,0.0,PERCENT
2018,0.19536,PERCENT
2018,10.94253,PERCENT
2018,0.20678,PERCENT
2018,5.25659,PERCENT
2018,3.18713,PERCENT
2018,0.0,PERCENT
2018,0.01046,PERCENT
2018,5.07658,PERCENT
2018,0.0102,PERCENT
2018,0.17294,PERCENT
2019,0.19312,PERCENT
2019,0.20564,PERCENT
2019,5.27371,PERCENT
2019,8.13273,PERCENT
2019,10.94253,PERCENT
2019,0.0,PERCENT
2019,0.0,PERCENT
2019,0.01046,PERCENT
2019,3.19105,PERCENT
2019,0.17295,PERCENT
2019,0.0102,PERCENT
2019,5.07658,PERCENT
2020,10.93771,PERCENT
2020,5.2867,PERCENT
2020,0.19488,PERCENT
2020,0.0,PERCENT
2020,8.12186,PERCENT
2020,0.20765,PERCENT
2020,0.01046,PERCENT
2020,0.0102,PERCENT
2020,5.07658,PERCENT
2020,0.17295,PERCENT
2020,0.0,PERCENT
2020,3.19106,PERCENT
